hmg.gov.uk,CO,31.2,31.6,25.2,12,14,48.8,22.8,8,3.2,3.2,18.4,48.8,18.8,8.4,2.4,3.2,,12.8,44.4,26.4,7.6,4,4.8,,17.2,49.2,15.6,8.8,6,3.2,,14,54,15.6,8.4,3.2,4.8,,22,45.6,10.8,1.2,1.2,19.2,,9.6,30,12.4,4,4.4,2,37.6,22.4,32,28.4,12.8,4.4,,,,,,,,,,,,,,,,,,,,,,"4,561","4,237","7,272","16,987","8,753","11,085","10,637","9,318","19,088","12,636","11,553","13,405","100,879","10,176","7,577","13,613","39,322","24,072","29,144","27,789","23,386","46,766","29,742","21,305","26,031","3,289","2,929","5,556","16,363","8,534","9,810","8,280","7,216","13,307","8,401","6,737","7,682",490,335,676,572,672,759,685,595,"1,007",673,499,496,"22,516","19,547","50,406","152,747","56,111","91,798","64,181","49,945","179,191","67,839","56,615","65,199",0,,31,"Culmination of Aging Strategy, Building Britain's Future, Linkuplinkin and Smarter Government",5,"Based on a 20% usage of �23,000",0,,0,,0.3,,0,,0,,0,,1,,0,,0,,0,,1,Additional temporary full-time staff employed to manage the Building Britain's Future and associated projects website,,,"�87,472.00","Line 47 - An additional cost of �39,497 was spent on the creation of a new HMG website not in effect yet. ",no,no,no,no,99.975,no,yes,yes,Line 70 - This is now installed as of April 2010
civilservice.gov.uk,CO,27,34,27.5,11.5,17,53.5,17.5,7.5,0.5,4,24,57,13.5,4,0,1.5,,16.5,57,21.5,1.5,0.5,3,,15.5,56.5,19.5,6,1.5,1,,19,66.5,9.5,1.5,2,1.5,,18.5,62.5,8.5,1.5,0.5,8.5,,15.5,46.5,10,4.5,3,0.5,20,34,46.5,15,2.5,2,,,,,,,,,,,,,,,,,,,,,,"103,233","236,123","259,201","294,992","288,717","301,637","315,363","307,200","278,836","353,707","374,953","366,311","2,519,356","158,254","402,022","460,750","538,532","515,024","547,151","560,557","545,232","478,537","622,823","664,982","669,531","128,761","324,760","371,137","430,802","413,232","434,240","440,836","429,105","377,768","497,231","516,663","527,660",310,309,314,305,295,299,283,281,264,278,257,235,"1,371,893","3,449,328","4,010,053","4,470,886","4,166,211","4,496,083","4,348,867","4,165,071","3,400,233","4,589,916","4,634,138","4,689,037",0,,30,,85,,0,,0,,0.3,,0,,0,,0,,2,,0,,0,,0,,0,,,,"�132,372.00","We have a contract in place for some maintenance work to be done at a monthly cost of �1044.75 - this equals �12,537 for this period. Excess maintenance cost run to �824 equalling a total of �13,361",yes,yes,yes,no,99.9786,no,yes,Yes,"Line 71: When the Civil Service site moves to the HMG platform the redirect component will be in place
Line 60 & 61: Unsure on % for uplift for additional employment costs and overheads, and; General: Documents have not been included within this response as Google Analytics does not monitor these."
cabinetoffice.gov.uk,CO,33,24.5,23,19.5,19.5,40.5,15,11.5,6.5,7,20,45,18.5,7.5,4.5,4.5,,8,41.5,28.5,9,5.5,7.5,,14.5,43.5,16,11.5,6.5,8,,17.5,54.5,9.5,4,4,10.5,,16,42.5,12,5.5,3,21,,9,29,12,9.5,7,1,32.5,16.5,46.5,13,11,13,,,,,,,,,,,,,,,,,,,,,,"111,190","114,909","102,807","106,760","83,838","95,835","116,704","121,750","107,720","130,072","115,557","132,655","1,075,307","222,763","231,512","205,093","221,644","179,420","208,802","248,342","258,145","217,249","259,669","238,964","275,385","83,940","79,179","80,010","81,155","65,631","69,881","79,489","82,717","69,168","82,672","75,990","84,456",653,671,657,699,775,810,842,781,767,760,808,730,"713,678","723,692","708,690","1,063,683","639,645","685,436","741,099","748,960","600,530","776,712","809,062","823,734",0,,0,,18,"Based on 80% usage of �23,000 hosting cost",0,,0,,0.4,,0,,0,,0,,4,,0,,0,,0,,0,,,,"�230,735.00",,no,no,yes,yes,99.982,yes,yes,yes,"Line 65 & 66 - Failure of compliance is based on study by e-check which has been sent, the site passes several automated checking systems and would be recognised as compliant apart from concerns in e-check which pertain mainly to design colour usage - this is being reviewed. "
ofgem.gov.uk,OFGEM,30,20,20,30,14,35,23,15,11,1,13,45,19,13,9,1,,12,44,29,10,4,1,,9,32,21,17,18,2,,12,42,21,12,10,3,,15,39,21,7,6,11,,8,22,16,12,17,1,24,17,32,23,17,11,,5,22,20,24,19,7,1,1,64,34,2,5,90,2,8,11,7,10,55,7,"34,005","31,490","33,688","36,924","33,869","36,819","46,205","42,911","45,119","58,230","57,381","51,552","410,289","59,347","55,258","61,366","67,988","62,699","68,768","83,856","74,892","73,898","92,403","95,734","90,158","40,445","37,104","40,916","44,435","41,420","45,575","55,862","50,505","49,456","58,047","65,568","57,651",418,416,406,412,430,416,400,407,408,397,370,419,"302,571","285,313","304,043","332,429","310,140","341,428","411,310","384,324","369,360","426,916","453,436","427,187",8,This expenditure includes work to establish and run the website online survey mechanisim for 2009/10.,50,This expenditure includes work to enhance the accessibility of the website and to meet a number of new website standards.,40,This expenditure includes the cost of the internal hosting of the Ofgem website and costs incurred in April 2009 to bring the hosting of the website in-house - a move which has reduced our hosting costs significantly.,5,Almost all of the content on the Ofgem website is in the form of consultation and decision documents not produced exclusively for the website but which would be produced irrespective of whether the website was operated or not (i.e. hard copies of documents are available).,28,These costs include the costs of services and software to test and evaluate the website including in respect of meeting various government website standards.,0,,0,,0.35,,0,,1.1,,0,,0,,0,,0,,100,34,"�88,816.00",Ofgem's uplift figure for additional employments costs is 34%. ,no,no,yes,no,99.7,yes,yes,yes,"The template is missing a ""Prefer not to say"" box for 5.c in Quality Measures. SOCITM (our survey providers) inform us that %'s adding up to 99% are down to rounding issues and survey abandons.  RNIB has welcomed the work we have undertaken over the last 12 months to improve the accessibility of our website and has said that in a number of areas it is 'highly accessible'. We are awaiting the results of a further assessment of accessibility but are also undertaking work to clean up the code generated by SharePoint 2007, our website platform, and to improve the accessibility of our PDF documents.  We are also in the process of producing a specificaton for a new website, to be launched in spring 2012, which will meet AA requiremenst and wherever reasonable and practical will aim for AAA. The design and development of the 2012 iteration of our website will incude disabled user testing."
audit-commission.gov.uk,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93,670","85,237","93,484","79,928","68,405","71,994","79,396","83,520","94,401","75,527","79,447","83,182","770,703","139,430","123,597","138,148","124,227","106,182","111,269","119,101","122,821","135,114","116,582","120,912","130,696","97,771","79,878","86,345","87,925","77,004","80,714","84,999","87,612","99,998","83,667","87,974","96,905",386,441,477,455,439,416,431,393,343,418,391,392,"654,471","560,115","560,708","561,637","480,812","497,167","558,116","562,895","564,878","529,936","544,138","593,486",0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,yes,yes,yes,yes,98.8,yes,no,no,We work with Shaw Trust for accessibility testing. We have gained Shaw Trust standard accreditation for our corporate website.
coi.gov.uk,COI,20.5,30.8,30.8,17.9,19.5,29.3,12.2,24.4,12.2,2.4,15.4,48.7,23.1,5.1,5.1,2.6,,17.1,42.9,8.6,17.1,11.4,2.9,,10.8,29.7,27,21.6,8.1,2.8,,22.2,52.8,13.9,2.8,5.6,2.7,,5.4,45.9,21.6,,10.8,16.3,,10.8,32.4,16.2,2.7,8.1,10.8,19,15.8,34.2,26.3,15.8,7.9,2.2,4.4,40,20,17.8,11.2,2.2,,2.2,56.8,38.6,4.6,5.1,94.9,89.8,5.1,5.1,,,,,"21,447","20,404","20,398","20,501","18,029","19,791","21,402","18,631","15,181","18,744","18,757","21,538","204,379","29,314","27,154","28,783","29,309","25,213","27,900","30,027","27,447","22,604","27,524","29,699","31,585","14,294","13,333","13,624","13,910","11,495","12,997","13,867","14,269","11,163","14,334","14,083","16,869",290,280,304,287,288,311,296,288,286,284,299,292,"94,981","89,136","92,197","92,731","76,508","89,618","97,389","93,632","70,808","92,877","94,073","111,539",16,for future website redesign launching 2010/11,16,for future website redesign launching 2010/11,4,"Hosting, security certs and domain renewals",0,,0,,0,,0,,0.1,Corporate Comms and Marketing Manager,0.4,Web Technology Manager 0.3 / Senior Press & Marketing Manager 0.4 * 0.25 (last three months only) = 0.1,0.1,Content Editor for website rebuild 0.4 * 0.25 (last three months only) = 0.1,0,,0,,0,,0,,42,42,"�51,016.00","In addition there has been input from a number of internal staff to website content and planning for site redesign - no more than a few hours per person, but not possible to quantify.",yes,yes,yes,no,99.99,no,yes,Yes,automated testing on a sample of pages; errors for CSS hacks for IE6 and missing noscript (scripts are analytics only - no content related scripting) ignored; actual uptime 99.996% according to ISP
dh.gov.uk,DH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"969,412","957,734","893,842","1,089,572","773,342","843,903","969,207","971,021","725,847","880,673","882,876","1,038,601",,"1,415,255","1,382,465","1,311,070","1,556,616","1,122,021","1,231,619","1,457,003","1,444,708","1,100,472","1,306,794","1,300,375","1,558,710","746,315","717,782","687,757","784,659","581,181","662,455","808,391","814,124","602,046","720,518","711,151","828,592",314,312,334,316,321,315,328,322,321,334,330,332,"5,753,565","5,479,933","5,142,674","5,566,372","4,230,361","4,802,020","5,901,405","6,025,914","4,353,226","5,266,812","5,182,967","5,919,555",370,,934,"This figure includes one-off development work to improve the design and layout of the home page, following the results of a user survey.",597,,6,,554,,0,,0,,0.7,,2,,4.5,,3.6,,0,,0,,0,,,30,"�450,664.00",,yes,yes,yes,no,99.91,yes,yes,yes,"We have not been able to survey users for answers to the first section of this form, due to purdah restrictions. However, a comprehensive user survey is planned for this year."
hm-treasury.gov.uk,HMT,,,,,7,63,17,13,,,,,,,,,,,,,,,,,,,,,,,,18,50,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,46,38,,"281,589","161,022","135,537","139,701","101,622","119,918","143,367","154,951","184,031","154,782","152,967","276,805","1,653,186","404,304","226,382","206,018","215,913","148,072","176,211","213,315","233,287","271,909","224,509","223,547","403,493","223,970","106,037","96,972","102,409","67,154","79,612","94,967","102,480","134,873","99,492","95,722","199,589",154,130,134,142,134,127,127,127,153,131,126,155,"1,427,205","722,752","689,599","769,373","488,834","576,531","688,155","737,115","898,190","715,116","691,618","1,265,095",0,,8,,56,,0,This is supplied in-house by press and policy teams and published by the in-house web team.,0,,0,,0,,0,,1,,1,,1,,1,,0,,0,,,,"�147,125.00",,yes,no,yes,yes,100,yes,yes,yes,"We recently conducted an accessibility audit using an external expert, the recommendations from this are in the process of being implemented to bring the site up to AA standard."
nhs.uk,NHS,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,454,897","5,291,621","5,146,563","8,493,522","5,445,218","6,102,740","7,418,639","6,818,173","5,252,688","6,617,791","6,384,704","6,975,509",,"5,950,241","7,104,637","6,935,687","11,880,144","7,134,406","7,822,719","9,529,769","8,917,111","6,803,092","8,790,569","8,424,518","9,312,311","3,449,217","3,986,386","3,966,493","6,595,160","3,961,194","4,028,230","4,808,055","4,672,319","3,569,555","4,813,481","4,699,280","5,174,605",419,407,397,384,400,401,401,410,406,412,414,409,"27,278,060","30,800,785","30,035,224","42,521,227","29,027,674","29,442,393","33,940,653","33,038,039","25,860,781","36,591,425","36,792,669","40,023,945","5,845",1 The NHSC contract is a fixed price agreement and costs have been divided into the COI categories.,6377,2 Costs have not necessarily been recorded in these categories and some arbitary apportionment has been necessary.,2610,3 As per COI guidelines for calculating website costs marketing and customer relations costs have been excluded. These total �5.028m for the year 2009/10.,5448,4 NHS Choices ICF and other operational costs have also been excluded. These total �2.45m for the year 2009/10.,1023,5 These numbers were reported in December 2009 for PQ  310757.,0,,0,,0,,0,,0,,0,,0,,0,,0,,100,42,�0.00,,yes,yes,yes,yes,99.98,yes,yes,yes,"Our external accessibility review of NHS Choices was conducted in March 2010, which resulted in a positive commendation from AbilityNet.  We fall short of AA compliance in a number of areas, which we are working at addressing in the coming 2-3 releases.  We will be validating these improvements with a number of disabled user testing sessions in partnership with AbilityNet later in the year.  We aim to join the AbilityNet certification programme for accessible sites once this work is complete."
direct.gov.uk,DWP,32,32,24,12,30,49,13,3,3,2,37,41,13,4,2,1,2,21,45,25,4,2,1,2,31,42,16,6,3,1,1,37,41,13,4,2,1,1,35,36,12,3,2,10,2,,,,,,,,52,32,10,4,2,0,21,19,16,18,18,7,0,,38,62,,23,77,,,,,,,,"7,151,778","7,289,302","7,338,422","8,902,253","7,569,793","8,681,143","8,208,509","8,168,236","6,960,980","11,294,821","10,184,467","11,433,948",,"9,942,754","10,012,073","10,198,923","12,472,530","10,754,454","12,535,421","11,413,772","11,158,800","9,172,254","15,285,027","14,158,188","16,294,407","6,221,061","6,200,538","6,316,766","7,257,481","6,524,524","7,604,704","6,700,494","6,334,898","5,065,281","9,102,121","8,349,903","9,505,977",246,239,238,254,254,252,252,250,250,263,264,259,"41,243,116","39,789,457","40,117,044","44,700,412","41,107,075","48,486,974","43,109,022","40,850,250","32,556,439","59,214,598","54,141,380","61,199,675",606,Business Strategy and Operations,"5,113",Proposition Strategy & Product Design,"1,760","Product Infrastrucure and Technology.  Note - Excludes cost of mobile, TV and Innovate hosting",202,Publishing,"2,723",Communications & Engagement        Note: The grouping provided in commentary are equvalent Directgov titles.  Source: Directgov Finance,6,Figures at July 2009 provided as guide.  Actual staff costs for 2009/10 provided under 10c.,8,Staff levels over 2009/10 averaged 146 with the range being 127-164.,29,,30,,18,,48,,6,,0,,0,Note: Excludes 4 staff on mobile and TV and 3 on Innovate. Source: Organisation Chart,,,"�15,665,000.00","�000s Total Internal Staff Costs 15,659 consisting of: Design and build 2,461; Content provision 2,480; Strategy and planning 7,161; Hosting and infrastructure 2,632; Testing and evaluation 925.
Note: Directgov is able to accurately identify staff cost and hence does not use the standard uplift figure approach.  Excludes cost of  publishing resources in individual departments. Excludes cost of 4 staff on mobile and TV and 3 staff on Innovate.  Source: Directgov Finance",yes,yes,yes,yes,99.97,yes,yes,yes,
hmrc.gov.uk,HMRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,563,635","3,325,187","3,155,440","3,474,602","3,035,432","3,327,546","3,495,718","3,235,277","2,849,782","5,417,036","3,700,855","4,360,065",,"8,018,404","6,379,515","5,905,392","6,385,471","5,332,730","5,914,171","6,286,756","6,229,726","5,176,611","10,657,346","6,717,585","8,130,704",,,"3,977,664","4,306,125","3,524,469","3,871,466","4,124,798","4,039,252","3,315,931","7,214,069","4,343,292","5,356,303",,,,,,,,,,,,,"54,818,510","37,035,064","33,842,758","35,669,064","29,262,827","31,729,405","33,528,627","32,616,078","26,127,764","54,596,626","34,925,794","43,842,097",0,,132,,"1,071",,0,,0,,1,Full Cost per FTE �141870,3.5,Full Cost per FTE �111573,20.18,Full Cost per FTE �94250,25.35,Full Cost per FTE �72139,21.78,Full Cost per FTE �62494,36.28,Full Cost per FTE �48161,3,Full Cost per FTE �38916,0,Full Cost per FTE �35125,0,,,,"�7,495,917.60",See commentary tab for comments,yes,no,yes,yes,100,no,yes,no,See commentary tab for comments
oft.gov.uk,OFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"124,167","124,310","126,896","127,268","141,622","166,800","135,233","153,730","118,270","152,108","155,599","166,335",,"170,249","167,814","174,457","180,927","186,302","223,531","186,239","211,113","158,913","205,470","212,499","227,278","69,237","67,009","71,389","98,132","94,928","93,482","75,429","87,656","62,550","78,857","81,866","83,883",62,66,62,65,62,63,61,60,60,62,62,62,"751,558","746,796","820,268","817,960","799,988","1,023,875","897,878","1,041,335","698,271","892,812","923,357","933,049",13,,174,These costs are higher than usual due to the website re-development and re-launch that we have just actioned,195,This covers OFT website AND intranet - these are hosted and paid for as a unit so unfortunately I can't break this cost down any further,6,,118,These costs are higher than usual due to the website re-development and re-launch that we have just actioned,0,,0,,0,,1,,1,,1,,1,,0,,0,,,,"�143,607.84",,Yes,Yes,Yes,Yes,99.62,Yes,Yes,No,We are planning to add RDFa tags to published consulations shortly and understand the requirement for this
decc.gov.uk,DECC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,609","32,952","35,349","60,511","46,027","57,700","83,141","82,560","72,141","100,503","124,816","129,815","651,614","51,134","52,550","61,971","116,998","83,422","104,979","143,267","149,348","123,677","170,100","214,355","224,077","32,699","29,291","37,059","64,123","42,460","52,398","67,552","73,722","57,898","74,015","90,602","96,864",266,269,273,340,361,369,398,418,409,397,409,420,"193,752","187,279","230,124","392,111","272,218","341,090","442,545","471,379","367,781","473,936","559,826","604,874",58,"Includes web agency support and maintenance, COI project management and procurement, ",12,"Additional web parts, blog design, news section redesign",73,"Includes Hosting, additional bandwidth charges, server migration, DNS migration, accessibility fixes, UN Summit technical cover,",84,"Includes migration and editing of content from BIS and Defra websites following creation of DECC, captioning of videos, 3rd party image library licences",108,"Includes accessibility audit , quantative and qualitative user research, usability testing and information architecture (re)design",0,,0,,1,,1,,1.9,"2 x HEO members of staff. 1x fulltime, 1x  90% working hours.",0,,0,,0,,1,Contractor working on TG web rationalisation and convergence.,,,200200,User research and online survey has been carried out but questions did not match the format shown above (1-5d). A copy of results can be provided.,yes,yes,yes,yes,,,,,
defra.gov.uk,DEFRA,24,36,26,14,19,43,15,11,8,4,20,42,15,11,9,1,2,20,49,19,5,5,1,1,14,36,18,16,14,1,1,19,48,16,7,7,2,1,23,43,15,6,6,5,2,16,33,16,12,13,2,8,32,34,12,10,8,9,13,21,18,20,12,2,2,3,41,56,3,6,89,83,10,3,0.5,1,2,0.5,"407,765","385,432","381,341","308,684","319,402",,,"303,244","244,863","315,596","306,497","353,206",,"2,109,150","2,147,926","2,214,628","1,587,293","1,887,580",,,"2,345,902","2,030,659","2,305,212","2,222,861","2,596,099",,,,,,,,,,,,,189,181,179,197,208,195,181,203,203,203,194,197,"5,433,602","5,366,294","6,479,483","7,589,605",,,,"5,073,809","5,504,449","5,195,563","4,228,832","4,740,835",0,Costs in this area are staff time for the in-house team,57,"Exact cost is �56,979",0,"Paid for as part of Defra's overall IT contract, and it is not possible to separate web hosting and infrastructure elements",0,Costs in this area are staff time for the in-house team,14,"Exact cost is �14,170",0,,1,,2,,1,,3,,4,,1,,0,,0,,,,"�400,000.00","Defra's work on website rationalisation and convergence (including development of content on Directgov and Business Link) is not included. This is resourced separately, as a project.",yes,yes,yes,no,100,no,yes,yes,Accessibility compliance with W3C Level Double-A includes our core templates and key content.  Defra had not by the end of March 2010 implemented the National Archive's Redirection tool. 
culture.gov.uk,DCMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"115,654","110,735","92,724","88,740","80,306","84,282","93,965","97,981","77,807","101,473","99,277","110,267",,"297,706","346,432","294,236","305,752","293,488","291,809","314,880","313,670","287,485","338,004","314,312","336,897",,,,,,,,,,,,,591,677,662,722,894,"1,064","1,428","1,117","1,069","1,061","1,057",636,"1,593,700","1,660,663","1,424,191","2,951,085","1,613,843","1,718,848","2,088,460","1,957,034","1,768,916","2,132,678","2,327,926","2,254,119",12,Structural review including architecture/navigation to improve user journey and experience using a structural analyst,13,Design costs.  Build was done in-house,60,,34," review, edit, rewrite entire content of entire website (600 pages)",0,Done in-house and on-going,0,,0,,0,,1,DCMS has no dedicated digital comms resourse and this websit overhaul was done alongside other comms work,0,,1,Estimate,0,,0,,0,,,,"�66,458.00",,yes,yes,yes,no,99.8,yes,yes,yes,
bis.gov.uk,BIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,140","23,496","18,875","33,479","43,005","55,858","47,935","58,241","44,984","26,458","281,046",,,"24,744","60,366","59,584","99,004","135,095","156,272","134,260","153,215","128,207","67,495",,,,,,,,,,,,,,,268,391,497,422,457,379,368,406,431,420,,,"65,197","205,762","258,261","430,455","697,798","626,061","560,107","837,339","920,642","471,544",0,,397,Excluding VAT,5,,0,,30,Excluding VAT,0,,0,,0.5,Time spent by grade 7 employee has been split across www.bis.gov.uk and www.berr.gov.uk,0.5,Time spent by SEO/SIO employee has been split across www.bis.gov.uk and www.berr.gov.uk,0,,0,,0.5,Time spent by AO grade employee has been split across www.bis.gov.uk and www.berr.gov.uk,0,,0,,,,"�128,394.00","The BIS site was an interim site for this reporting period, from June 2009 to March 2010. Staff cost / numbers have been reported as advsied i.e. number of full-time equivalents (FTE) at each grade excluding staff who spend less than half their time working on content for the Web.",yes,yes,yes,yes,98.82,no,no,yes,"The information provided above related to the interim BIS website. Regarding questions 16 and 17,  the current BIS website does carry the link redirection and xml sitemap"
berr.gov.uk,BIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"680,143","591,591","589,873","494,134","412,820","484,383","459,202","465,439","346,318","431,062","414,386","200,581","3,918,273","797,113","685,448","686,173","578,108","480,193","553,409","530,927","536,354","400,636","491,577","471,546","232,081","419,960","364,194","358,516","293,596","239,658","276,338","266,630","256,114","184,006","230,990","223,299","108,554",342,332,333,335,330,324,321,330,320,324,324,321,"2,490,464","2,127,691","2,083,190","1,716,766","1,379,876","1,589,478","1,519,660","1,461,348","1,047,263","1,312,713","1,266,754","613,826",0,,0,,253,Excluding VAT,0,,12,Excluding VAT,0,,0,,0.5,Time spent by grade 7 employee has been split across www.bis.gov.uk and www.berr.gov.uk,1.5,Time spent by one SEO/SIO employee has been split across www.bis.gov.uk and www.berr.gov.uk,5,,4,,0.5,Time spent by AO grade employee has been split across www.bis.gov.uk and www.berr.gov.uk,0,,0,,,,"�895,005.00",Staff cost / numbers have been reported as advsied i.e. number of full-time equivalents (FTE) at each grade staff excluding staff who spend less than half their time working on content for the Web.,yes,yes,yes,yes,99.7,yes,yes,no,All consultations were added to the interim BIS site after June 2009. 
dius.gov.uk,BIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,225","66,740","72,355","57,922","43,074","49,374","51,977","55,190","36,565","50,478","47,859","23,969","536,439","85,588","91,335","101,725","78,882","56,082","63,306","65,472","69,763","44,996","62,233","58,192","28,389","45,856","46,255","51,688","38,231","26,394","28,941","29,000","30,904","18,634","26,438","25,197","11,705",180,163,150,147,146,145,147,141,135,171,139,138,"289,154","286,573","318,561","234,634","168,961","184,853","177,973","177,098","112,102","156,203","146,010","68,708",0,,126,,110,Excluding VAT,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,�0.00,Content management was contracted out to the same resource as reflected in the 'Design and build' line for non-staff costs.,yes,yes,no,no,,,,,
dcsf.gov.uk,DE,39,14,38,9,18,47,33,,2,,,,,,,,100,,,,,,,100,,,,,,,100,,,,,,,100,,,,,,,100,,,,,,,,,,,,,8,9,23,24,20,16,,,,51,49,,,,,,,,,,,"382,906","382,906","480,329","460,020","366,847","544,122","557,624","562,325","416,852","635,832","495,980","657,403",,"639,336","699,345","841,214","799,683","617,091","932,359","976,643","1,003,482","713,228","1,112,840","834,755","1,143,686",,"106,214","442,287","416,899","335,171","514,510","551,931","553,446","411,220","610,476","457,137","617,656",,"1,038","1,100","1,053","1,095","1,082","1,163","1,248","1,306","1,691","1,242","1,265","3,242,568","3,359,918","4,345,792","3,693,611","2,855,353","4,413,818","4,662,916","4,495,042","3,418,676","5,253,388","3,746,039","5,139,967",0,None as site is due to be decommissioned within the next six months,341,"including �73,000 for ECM development by two developers from framework contract",670,,719,,0,None as site is due to be decommissioned within the next six months,0,,0,,0,,2,Based in London,2,One based in London and One based in Sheffield - National pay rates apply to the staff member based in Sheffield,0,,0,,0,,0,,,,"�178,238.00",Extremely difficult to break down non-staff costs according to headings provided,yes,yes,yes,yes,99.92,yes,yes,no,The Dept is building a new site launching soon - It meets the AA standard and is accredited by the Shaw Trust.  The cost of making the existing website AA compliant would have placed a disproportionate burden on the annual budget. An accessibiity statment has been uploaded to the site. 
fco.gov.uk,FCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,"748,803","677,808","613,286","692,289","544,880","518,671","546,995","486,329","433,489","615,769","636,305","656,995","8,083,687","1,251,498","1,141,605","1,006,334","1,130,728","878,409","848,865","879,314","793,322","693,948","985,299","995,612","1,062,726","891,419","782,940","668,892","767,649","572,496","542,165","546,457","499,233","414,940","627,454","601,111","662,875",334,327,359,361,375,380,376,378,380,386,362,376,"6,152,479","5,300,000","4,770,937","5,397,736","4,146,773","3,871,471","3,948,321","3,587,654","2,976,658","4,631,348","4,206,201","4,660,708",0,Conducted by staff,756,,645,,0,Conducted by staff,0,Conducted by staff,1,,0,,1,,2,FCO C5 Grade,10,FCO C4 Grade,5,FCO B3 Grade,2,FCO A2 Grade,0,,1,Contractor at EO/AO grade,,,"�824,880.00","The data we provide relates to the entire FCO web platform, not just to our main departmental site, www.fco.gov.uk. The FCO web platform hosts over 250 websites in 40 languages. These websites include the main FCO website, Arabic and Urdu versions of the FCO website, the UKvisas website, the FCO Freedom of Information website, and over 230 embassy, high commission and special mission sites. We provide all content, and undertake all testing and evaluation in-house. This work is coordinated and carried out in part by out London-based staff (info provided) but on a daily basis hundreds of staff across the organisation work on our websit, meaning that it is not feasible for us to be able to calculate the total time spent on this work.",yes,yes,yes,no,100,yes,yes,no,Projects to meet compliance with TG122 and TG124 are underway 
research4development.info,DFID,42,,49,9,13,58,21,4,4,,54,37,,9,,,,20,39,35,6,,,,24,43,27,6,,,,26,52,21,1,,,,15,48,32,5,,,,19,44.5,32,4.5,,,,,90,,10,,,,,,,,,,,62,38,,62,38,,,,,,,,"31,577","34,978","31,714","35,580",,,"44,706","45,804","37,385","42,121","41,870","53,761","461,739","50,568","55,337","53,590","57,443",,,"65,174","68,028","60,674","67,672","62,232","80,624","16,201","17,046","16,416","17,330",,,"21,116","21,786","19,165","21,883","19,060","22,053",888,774,899,806,,,646,643,"1,027","1,022","1,023",954,"516,029","590,852","992,027","1,158,839",,,"935,951","820,061","1,078,086","651,922","617,093","802,288",101,,146,,17,,255,,24,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,�0.00,,yes,yes,yes,no,99,yes,yes,,
